38.78594198920175, 35.41007564548167

38.78532080799427, 35.40978290596881

38.78513698802782, 35.409441376537146

38.784870765167234, 35.408855897511444

38.784813717282056, 35.40801833723855

38.78477568533326, 35.40621311024262

38.78475666935125, 35.40452172639058

38.78480737862532, 35.404123275386965

38.785650415023234, 35.404424146552955

38.78648076443772, 35.404700622759535

38.78682938153851, 35.40486325582223

38.787328063227235, 35.40487594399588

38.787328063227235, 35.40487594399588

38.78859225881663, 35.40549576548673

38.78872109277308, 35.405981292346155

38.78862446732756, 35.40692135498888

38.78833459020523, 35.40860520345881

38.78794003333921, 35.40974154291705

38.78772262352073, 35.41044400730941

38.78682882063474, 35.41059896269008

38.78633762689033, 35.41003079296095
